instance,config,score,dist,time
cemb_300_250,tabu,20,107.83,0.00
cemb_300_250,tabu,30,107.94,0.08
cemb_300_250,tabu,55,108.32,0.11
cemb_300_250,tabu,85,110.68,0.14
cemb_300_250,tabu,115,113.90,0.16
cemb_300_250,tabu,155,123.52,0.19
cemb_300_250,tabu,205,132.34,0.22
cemb_300_250,tabu,240,134.11,0.25
cemb_300_250,tabu,255,134.26,0.28
cemb_300_250,tabu,305,142.68,0.31
cemb_300_250,tabu,345,146.25,0.34
cemb_300_250,tabu,380,151.78,0.38
cemb_300_250,tabu,415,164.11,0.41
cemb_300_250,tabu,430,164.86,0.45
cemb_300_250,tabu,460,169.88,0.49
cemb_300_250,tabu,500,184.20,0.52
cemb_300_250,tabu,550,190.70,0.56
cemb_300_250,tabu,555,191.26,0.60
cemb_300_250,tabu,590,199.10,0.63
cemb_300_250,tabu,630,210.05,0.67
cemb_300_250,tabu,645,214.36,0.71
cemb_300_250,tabu,650,215.01,0.76
cemb_300_250,tabu,695,232.54,0.81
cemb_300_250,tabu,730,246.51,0.85
